code,description,message,cause,troubleshooting,component,equipment,,,
12013,Seam drive가 동작하지 않을 경우 이 메시지가 표시됩니다.,Seam drive,"1. Seam drive와의 통신 없음
2. 타이밍 벨트 이상
3. Seam drive(모터) 이상
4. 메뉴
5. Seam drive 기계적 간섭 또는 막힘","1. LSS 컨트롤러를TEST모드로 전환하고 접근 권한을Maintenance로 설정하십시오.
2. Welding tool창에서Seam drive탭을 선택하십시오. 표시되는 위치를 확인하고 Seam drive를 수동으로 구동하십시오.
3. 레이저 용접 툴 커버를 열고 벨트 손상 여부를 확인한 후 필요 시 교체하십시오.
4. 메뉴Welding tool에서Seam Drive탭을 열어 오류 코드를 확인하십시오. 해당 상태 코드를 IPG 서비스 부서에 전달하십시오.
5. Seam drive 이동 경로에 장애물이 있는지 확인하십시오.
6. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",Seam drive/타이밍 벨트/Seam drive 이동경로,Picker,,,
12014,Wobble drive에서 누적 오류가 발생하면 이 메시지가 활성화됩니다.,Wobble drive,1. 메뉴Wobble drive탭(Welding tool메뉴)에서 오류 코드 확인,"1. 메뉴Welding tool에서Wobble Drive탭을 열어 Wobble drive의 오류 코드를 확인하십시오.
2. 오류 코드를 확인한 후 해당 내용을 IPG 서비스 부서에 전달하십시오.",Wobble drive,Picker,,,
12016,활성 용접 프로그램(번호 X)이 오류로 인해 중단되면 이 메시지가 활성화됩니다. 시작된 용접 작업이 오류 없이 완료되지 않았습니다.,프로그램 {0} 중단됨,1. 이 메시지는 항상 보다 상세한 원인을 설명하는 다른 메시지와 함께 표시됩니다.,"1. 메뉴Messages를 열고 어떤 다른 메시지가 발생했는지 확인하십시오.
2. 먼저 해당 메시지들의 원인을 해결한 후 메시지를 리셋하십시오.
3. 용접 프로그램을 다시 시작하십시오.",세이프티,LSS Controller,,,
12016,활성 용접 프로그램(번호 X)이 오류로 인해 중단되면 이 메시지가 활성화됩니다. 시작된 용접 작업이 오류 없이 완료되지 않았습니다.,프로그램 {0} 중단됨,1. 이 메시지는 항상 보다 상세한 원인을 설명하는 다른 메시지와 함께 표시됩니다.,"1. 메뉴Messages를 열고 어떤 다른 메시지가 발생했는지 확인하십시오.
2. 먼저 해당 메시지들의 원인을 해결한 후 메시지를 리셋하십시오.
3. 용접 프로그램을 다시 시작하십시오.",세이프티/제어 파라미터,Robot,,,
12017,로봇에서 전달되는 시작 신호(Start1및Start2)가 끊어지거나 신호 사이 간격이 500 ms를 초과할 경우 이 메시지가 활성화됩니다.,시작 신호 손실,"1. 신호Start 1과Start 2가 동시에 입력되지 않음
2. 신호Start 1과Start 2가 너무 일찍 해제됨","1. 두 개의 시작 신호를 동시에 입력하십시오.
2. 응답 신호Sequence completed가 출력될 때까지 두 개의 시작 신호를 유지하십시오.",Start 신호,Robot,,,
12018,LSS 컨트롤러 전원을 켠 후 클램핑 힘 평가용 출력 신호 점검이 정상적으로 완료되지 않으면 이 메시지가 활성화됩니다. 이 오류는 치명적인 오류로 리셋할 수 없습니다.,클램핑 힘 스위치 온 테스트,"1. LSS 컨트롤러 이상
2. 케이블 이상","1. LSS 컨트롤러를 몇 초 후 다시 껐다가 켜십시오.
2. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",LSS Controller,LSS Controller,,,
12200,파이버 커플러의 센서가 파이버 커넥터 또는 피딩 파이버와의 접촉이 없음을 감지하면 이 메시지가 활성화됩니다.,피딩 파이버 인터록,"1. 피딩 파이버가 파이버 커플러에 삽입되지 않았거나 올바르게 연결되지 않음.
2. 파이버 리시버 온도가 너무 높음","1. 피딩 파이버가 파이버 커플러에 올바르게 삽입되어 있고 베요넷 잠금이 제대로 체결되었는지 확인하십시오.
2. 파이버 커플러의 파이버 리시버 온도를 확인하십시오. 온도가 70°C에 도달하면 파이버 수용부의 온도 센서가 안전 회로를 차단합니다.
3. 파이버 리시버 온도가 높은 경우 냉각수 유량을 확인하십시오.",Coupler/피딩 파이버,LSS Controller,,,
12200,파이버 커플러의 센서가 파이버 커넥터 또는 피딩 파이버와의 접촉이 없음을 감지하면 이 메시지가 활성화됩니다.,피딩 파이버 인터록,"1. 피딩 파이버가 파이버 커플러에 삽입되지 않았거나 올바르게 연결되지 않음.
2. 파이버 리시버 온도가 너무 높음","1. 피딩 파이버가 파이버 커플러에 올바르게 삽입되어 있고 베요넷 잠금이 제대로 체결되었는지 확인하십시오.
2. 파이버 커플러의 파이버 리시버 온도를 확인하십시오. 온도가 70°C에 도달하면 파이버 수용부의 온도 센서가 안전 회로를 차단합니다.
3. 파이버 리시버 온도가 높은 경우 냉각수 유량을 확인하십시오.",냉각수 유량,LCI Chiller,,,
12201,레이저 모듈의 동작 온도가 35°C에 도달하면 이 메시지가 표시됩니다. 모듈 온도가 32°C로 낮아지면 알람은 자동으로 리셋됩니다.,레이저 모듈 과열,1. 레이저 모듈로 공급되는 냉각수 유량이 부족함,"1. 수로에 꺾이거나 눌린 호스가 없는지 확인하십시오.
2. 칠러의 물 수위를 확인하십시오. 수위가 낮으면 냉각수를 보충하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",냉각 호스,LSS Controller,,,
12201,레이저 모듈의 동작 온도가 35°C에 도달하면 이 메시지가 표시됩니다. 모듈 온도가 32°C로 낮아지면 알람은 자동으로 리셋됩니다.,레이저 모듈 과열,1. 레이저 모듈로 공급되는 냉각수 유량이 부족함,"1. 수로에 꺾이거나 눌린 호스가 없는지 확인하십시오.
2. 칠러의 물 수위를 확인하십시오. 수위가 낮으면 냉각수를 보충하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",냉각 호스/물 탱크,LCI Chiller,,,
12202,반사된 레이저 방사량이 알람 임계값을 초과하면 이 메시지가 활성화됩니다. 이 문제가 반복될 경우 레이저가 손상될 수 있습니다.,반사광 과다,"1. 보호 유리에 오염 축적
2. 공작물에서 강한 반사 발생","1. 보호 유리를 청소하거나 교체하십시오.
2. 용접 소재에 맞게 초점 위치, 출력 및 공정 광학부의 설정 각도와 같은 공정 파라미터를 조정하십시오.
3. 고반사 재질 작업 시 공정 파라미터 조정에 대해 담당 IPG 서비스 부서에 문의하십시오.",보호 유리/옵틱 헤드/프로세스 파이버,Picker,,,
12205,내부 오류로 인해 이전에 활성화되어 있던 레이저 모듈이 비활성화되면 이 메시지가 표시됩니다.,레이저 모듈 이상,1. 레이저 모듈 이상,1. 해당 IPG 서비스 부서에 문의하십시오.,레이저 모듈,LSS Controller,,,
12207,캐비닛 내부 온도가 55°C 초과(기본 설정)에 도달하면 이 메시지가 표시됩니다. 이 알람은 레이저 동작에는 영향을 주지 않습니다. 이 정보는 로그 파일에 저장되며 레이저 운전 상태의 내부 분석을 위해 사용됩니다.,캐비닛 과열,"1. 전장부 과열
2. 센서 이상","1. 컨트롤러 전면의 키 스위치를 OFF로 전환하십시오.
2. 컨트롤러의 메인 스위치를 OFF 위치로 전환하십시오.
3. 컨트롤러 우측 커버를 제거하고 장착 플레이트 및 전기 부품에 육안상 손상이 있는지 확인하십시오.
4. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",이슬점 센서/전장부,LSS Controller,,,
12217,Combiner 모듈에 오류가 발생하면 이 메시지가 표시됩니다.,Combiner,1. Combiner 모듈 이상,1. 문제 해결을 위해 담당 IPG 서비스 부서에 문의하십시오.,컴바이너,LSS Controller,,,
12218,펌프 전류 허용 신호가 출력되지 않았음에도 레이저 모듈에서 펌프 전류가 감지되면 이 메시지가 표시됩니다.,다이오드 펌프 전류 이상,1. 레이저 모듈 이상,"1. 어느 레이저 모듈에서 오류가 발생하는지 확인하십시오. 이를 위해 LSS 컨트롤러의 우측 패널을 분리하십시오.
2. FM1부터 첫 번째 레이저 모듈의 안전 퓨즈를 차단하십시오 (섹션Electrical mounting plates in the LSS controller참조).
3. 오류Unexpected diode pump current가 사라지지 않으면 다음 안전 퓨즈(FM2)를 차단하십시오.
4. 오류 메시지가 계속 표시되는지 확인하십시오.
5. 알람Unexpected diode pump current가 사라질 때까지 이 과정을 반복하십시오.
6. 문제를 일으키는 레이저 모듈의 안전 퓨즈는 차단 상태로 유지하여 나머지 모듈로 계속 작업할 수 있습니다. 다른 모듈의 안전 퓨즈는 다시 연결하십시오.
7. 결함이 있는 레이저 모듈 교체를 위해 담당 IPG 서비스 부서에 문의하십시오.",레이저 모듈,LSS Controller,,,
12219,컨트롤러 시작 시 수행되는 하드웨어 및 소프트웨어 점검이 정상적으로 완료되지 않으면 이 메시지가 표시됩니다.,초기화 오류,"1. 하드웨어 이상
2. 소프트웨어 오류","1. 컨트롤러 전면의 키 스위치를 OFF 위치로 전환한 후 잠시 기다렸다가 다시 ON으로 설정하여 LSS 컨트롤러를 재시작하십시오.
2. 오류 메시지가 계속 표시되면 해당 IPG 서비스 부서에 문의하십시오.",MCU,LSS Controller,,,
12220,레이저 모듈에서 마이너스 극(−)과 접지(GND) 사이의 전압이 알람 임계값을 초과하면 이 메시지가 표시됩니다.,다이오드 누설 전류 이상,1. 레이저 모듈 내부에서 마이너스 극(−)과 접지(GND) 사이 전압이 알람 임계값을 초과함,"1. 어느 레이저 모듈에서 오류가 발생하는지 확인하십시오. 이를 위해 LSS 컨트롤러의 우측 패널을 분리하십시오.
2. FM1부터 첫 번째 레이저 모듈의 안전 퓨즈를 차단하십시오 (섹션Electrical mounting plates in the LSS controller참조).
3. 알람 Unexpected diode leakage current가 사라지지 않으면 다음 퓨즈(FM2)를 차단하십시오.
4. 오류 메시지가 계속 표시되는지 확인하십시오.
5. 알람Unexpected diode leakage current가 사라질 때까지 이 과정을 반복하십시오.
6. 문제를 일으키는 레이저 모듈의 안전 퓨즈는 차단 상태로 유지하여 나머지 모듈로 계속 작업할 수 있습니다. 다른 모듈의 안전 퓨즈는 다시 연결하십시오.
7. 결함이 있는 레이저 모듈 교체를 위해 담당 IPG 서비스 부서에 문의하십시오.",레이저 모듈,LSS Controller,,,
12221,메인 컨트롤이 레이저 모듈 중 하나와의 연결을 상실하면 이 메시지가 표시됩니다.,레이저 모듈 연결 끊김,"1. 레이저 모듈과 메인 컨트롤 간 통신 케이블이 연결되지 않았거나 손상됨.
2. 레이저 모듈 내부 오류","1. 레이저 모듈과 메인 컨트롤 간 통신 케이블이 정상적으로 연결되어 있고 손상되지 않았는지 확인하십시오.
2. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",레이저 모듈/통신 케이블(IG606 J9),LSS Controller,,,
12222,레이저 전원 공급 장치를 꺼도 방전이 지정된 시간 내에 완료되지 않으면 이 메시지가 활성화됩니다.,레이저 모듈 전원 전압,1. 전원 공급 장치 이상,1. 문제 해결을 위해 담당 IPG 서비스 부서에 문의하십시오.,파워 서플라이,LSS Controller,,,
12224,LSS 컨트롤러 내 레이저 모듈 영역의 누수 센서 중 하나가 물을 감지하면 이 메시지가 표시됩니다.,레이저 내부 누수,1. 누수 발생,"1. LSS 컨트롤러 커버를 제거하고 누수 부위를 확인하십시오.
2. 배관 및 호스 연결부의 누수 여부를 확인하십시오.
3. 누수가 없을 경우 두 개의 누수 센서 상태를 확인하십시오. 누수 센서는 LSS 컨트롤러의 레이저 모듈 영역에 위치합니다. 누수 센서의 노란색 LED가 켜져 있으면 정상 상태이며 동작 중임을 의미합니다. LED가 꺼져 있으면 누수 센서가 작동했거나 이상이 있는 상태입니다. 이 경우 누수 센서를 교체하십시오.",냉각 호스/누수 센서,LSS Controller,,,
12225,레이저에 매우 심각한 오류가 발생하면 이 메시지가 표시됩니다. 이 알람은Reset으로 해제할 수 없습니다.,레이저 치명적 오류,1. 레이저 치명적 오류,1. 문제 해결을 위해 담당 IPG 서비스 부서에 문의하십시오.,레이저 모듈/컴바이너/스플라이스 박스,LSS Controller,,,
12228,레이저 전원 공급 장치 또는 전원 모듈 중 하나에서 출력 전압이 공급되지 않을 경우 이 메시지가 표시됩니다. 이로 인해 레이저 출력은 정지됩니다.,전원 공급 장치 이상,1. 전원 공급 장치 이상,1. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.,파워 서플라이,LSS Controller,,,
12230,외부 400 VAC 전원 공급에 이상이 발생하면 이 메시지가 표시됩니다.,AC 전원 공급 중단,1. 전원 공급 중단,"1. 전원 공급 전압(400 VAC)을 확인하십시오
2. 퓨즈를 확인하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",공급 전원,Customer,,,
12238,LSS 컨트롤러 내부 온도가 70°C를 초과하면 이 오류 메시지가 표시됩니다. 한계 온도를 초과하면 레이저 전원 공급 장치는 자동으로 차단됩니다.,전원 공급 장치 과열,상태 메시지,1. 칠러가 정상적으로 동작 중인지 확인하고 오류 메시지가 있는지 점검하십시오.,냉각 호스/펌프,LCI Chiller,,,
12239,모든 레이저 모듈의 평균 온도가 18 °C 미만일 경우 이 메시지가 표시됩니다.,레이저 온도 낮음,상태 메시지,"1. 레이저 온도가 18°C 이상으로 상승하면 이 오류는 자동으로 리셋됩니다.
2. 칠러에 경고 또는 알람 메시지가 있는지 확인하십시오.",냉각 호스/펌프/히터,LCI Chiller,,,
12244,이슬점 온도가 가장 낮은 온도의 모듈 온도보다 4° 높게 15분 이상 유지될 경우 이 메시지가 표시됩니다.,이슬점 온도 높음,"1. 컨트롤러 캐비닛 내부 습도가 높음.
2. 레이저 모듈 또는 전원 공급 장치의 온도가 너무 낮음.","1. 레이저를 장시간 정지 후 다시 켠 경우, 칠러의 물 펌프에서 발생하는 열로 물과 레이저 모듈 및 전원 공급 장치가 가열되기까지 몇 분이 걸릴 수 있습니다. 예를 들어 물 탱크 전체를 10°C에서 19°C까지 가열하는 데 약 45분이 소요됩니다.
2. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",2X TEC/냉각 호스,LSS Controller,,,
12253,안전 제어 장치와 LSS 제어 간 통신 오류가 발생하면 이 메시지가 표시됩니다.,안전 제어 통신,1. 안전 제어 장치와 LSS 제어 간 통신 케이블이 연결되지 않았거나 손상됨,"1. 안전 제어 장치와 LSS 제어 간 통신 케이블(CAN bus)이 정상적으로 연결되어 있고 손상되지 않았는지 확인하십시오.
2. LSS 시스템을 재시작하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",PILZ 세이프티 모듈,LSS Controller,,,
12307,통합 레이저 칠러의 물 탱크 수위가 너무 낮을 경우 이 메시지가 표시됩니다. 이 알람은 레이저 전원 공급 장치와 레이저 출력을 정지시킵니다. 문제가 해결되면 알람은 자동으로 리셋됩니다.,물 탱크 수위,"1. 누수로 인한 물 손실
2. 증발","1. 냉각 회로의 누수 여부를 확인하고 누설이 있을 경우 조치하십시오.
2. 해당 탱크의 물 수위를 확인하고 필요 시 보충하십시오.",냉각 호스/물 탱크,LCI Chiller,,,
12308,통합 레이저 칠러의 컴프레서에 오류가 발생하면 이 메시지가 표시됩니다.,Compressor,"1. 과전류로 인해 모터 보호 스위치가 동작함
2. 컴프레서의 상 감시 기능에 의해 레이저 칠러가 차단됨 (상 연결 상태 확인)
3. 컴프레서의 열 차단기 트립","1. 통합 레이저 칠러의 전원 연결을 확인하고 모든 상이 정상이며 올바른 순서로 연결되어 있는지 확인하십시오.
2. 문제 원인을 해결한 후 동작된 모터 보호 스위치의 로터리 노브를 다시 ON 위치로 설정하십시오.
3. 문제가 지속되면 해당 IPG 서비스 부서에 문의하십시오.",컴프레서/공급 전원,LCI Chiller,,,
12309,"응축 압력이 운전 압력 23 bar를 초과하면 이 메시지가 표시됩니다. 전자 제어는 컴프레서를 차단합니다. 또한, 전자 차단을 보호하기 위해 설정값을 초과할 경우 컴프레서를 차단하는 기계식 고압 스위치가 사용됩니다.",레이저 칠러 고압,"1. 공업용수 유량이 너무 낮음
2. 공급수 온도가 지정된 운전 한계 42°C를 초과함","1. 고객 수배관의 밸브가 모두 열려 있는지 확인하십시오.
2. 제품의 공업용수 연결부가 열려 있는지 확인하십시오.
3. 스트레이너의 오염 여부를 확인하고 필요 시 교체하십시오.
4. 냉각수 유량 조절기의 설정을 확인하십시오 (목표 유량은 기술 데이터 참조).
5. 레이저 칠러의 운전 한계 조건을 준수하고 있는지 확인하십시오 (제공된 사양 참조).
6. LSS 컨트롤러 우측 패널을 여십시오.
7. 통합 레이저 칠러의 고압 스위치에 있는 빨간 버튼을 눌러 오류를 리셋하십시오.",공업용수/냉각 호스,Customer,,,
12309,"응축 압력이 운전 압력 23 bar를 초과하면 이 메시지가 표시됩니다. 전자 제어는 컴프레서를 차단합니다. 또한, 전자 차단을 보호하기 위해 설정값을 초과할 경우 컴프레서를 차단하는 기계식 고압 스위치가 사용됩니다.",레이저 칠러 고압,"1. 공업용수 유량이 너무 낮음
2. 공급수 온도가 지정된 운전 한계 42°C를 초과함","1. 고객 수배관의 밸브가 모두 열려 있는지 확인하십시오.
2. 제품의 공업용수 연결부가 열려 있는지 확인하십시오.
3. 스트레이너의 오염 여부를 확인하고 필요 시 교체하십시오.
4. 냉각수 유량 조절기의 설정을 확인하십시오 (목표 유량은 기술 데이터 참조).
5. 레이저 칠러의 운전 한계 조건을 준수하고 있는지 확인하십시오 (제공된 사양 참조).
6. LSS 컨트롤러 우측 패널을 여십시오.
7. 통합 레이저 칠러의 고압 스위치에 있는 빨간 버튼을 눌러 오류를 리셋하십시오.",레귤레이터,LCI Chiller,,,
12310,증발 온도 및 이에 따른 증발 압력이 임계 범위(≤ 1.5 bar)에 있을 경우 이 메시지가 표시됩니다. 저압 스위치가 통합 레이저 칠러의 컴프레서를 차단합니다.,레이저 칠러 저압,"1. 낮은 물 온도로 인해 응축 압력이 너무 낮음
2. 냉각수 유량 설정 오류
3. 팽창 밸브 이상
4. 냉매 부족
5. 냉각수 유량 설정 오류
6. 레이저 회로에 물 흐름이 없거나 부족함","1. 고객 수배관의 냉각수 온도를 확인하십시오.
2. 고객 수배관의 밸브가 모두 열려 있는지 확인하십시오.
3. 제품의 공업용수 연결부가 열려 있는지 확인하십시오.
4. 스트레이너의 오염 여부를 확인하고 필요 시 교체하십시오.
5. 냉매 충전량이 충분한지 확인하십시오. 부족한 경우, 전문 냉동 기술자를 통해 누수 점검 후 냉매를 보충하십시오.",냉각 호스/공업용수,Customer,,,
12310,증발 온도 및 이에 따른 증발 압력이 임계 범위(≤ 1.5 bar)에 있을 경우 이 메시지가 표시됩니다. 저압 스위치가 통합 레이저 칠러의 컴프레서를 차단합니다.,레이저 칠러 저압,"1. 낮은 물 온도로 인해 응축 압력이 너무 낮음
2. 냉각수 유량 설정 오류
3. 팽창 밸브 이상
4. 냉매 부족
5. 냉각수 유량 설정 오류
6. 레이저 회로에 물 흐름이 없거나 부족함","1. 고객 수배관의 냉각수 온도를 확인하십시오.
2. 고객 수배관의 밸브가 모두 열려 있는지 확인하십시오.
3. 제품의 공업용수 연결부가 열려 있는지 확인하십시오.
4. 스트레이너의 오염 여부를 확인하고 필요 시 교체하십시오.
5. 냉매 충전량이 충분한지 확인하십시오. 부족한 경우, 전문 냉동 기술자를 통해 누수 점검 후 냉매를 보충하십시오.",냉매,LCI Chiller,,,
12312,증발 온도 및 이에 따른 증발 압력이 임계 범위에 있을 경우 이 오류 메시지가 표시됩니다. LSS 제어는 통합 레이저 칠러를 차단합니다.,냉매 압력 낮음,"1. 낮은 물 온도로 인해 응축 압력이 너무 낮음
2. 냉각수 유량 설정 오류
3. 팽창 밸브 이상
4. 냉매 부족
5. 냉각수 유량 설정 오류
6. 레이저 회로에 물 흐름이 없거나 부족함","1. 고객 수배관의 냉각수 온도를 확인하십시오.
2. 고객 수배관의 밸브가 모두 열려 있는지 확인하십시오.
3. 제품의 공업용수 연결부가 열려 있는지 확인하십시오.
4. 스트레이너의 오염 여부를 확인하고 필요 시 교체하십시오.
5. 냉매 충전량이 충분한지 확인하십시오. 부족한 경우, 전문 냉동 기술자를 통해 누수 점검 후 냉매를 보충하십시오.",냉각 호스/공업용수,Customer,,,
12312,증발 온도 및 이에 따른 증발 압력이 임계 범위에 있을 경우 이 오류 메시지가 표시됩니다. LSS 제어는 통합 레이저 칠러를 차단합니다.,냉매 압력 낮음,"1. 낮은 물 온도로 인해 응축 압력이 너무 낮음
2. 냉각수 유량 설정 오류
3. 팽창 밸브 이상
4. 냉매 부족
5. 냉각수 유량 설정 오류
6. 레이저 회로에 물 흐름이 없거나 부족함","1. 고객 수배관의 냉각수 온도를 확인하십시오.
2. 고객 수배관의 밸브가 모두 열려 있는지 확인하십시오.
3. 제품의 공업용수 연결부가 열려 있는지 확인하십시오.
4. 스트레이너의 오염 여부를 확인하고 필요 시 교체하십시오.
5. 냉매 충전량이 충분한지 확인하십시오. 부족한 경우, 전문 냉동 기술자를 통해 누수 점검 후 냉매를 보충하십시오.",냉매,LCI Chiller,,,
12313,응축 압력이 임계 범위에 있을 경우 이 메시지가 표시됩니다. LSS 제어는 통합 레이저 칠러를 차단합니다.,냉매 압력 높음,"1. 공업용수 유량이 너무 낮음
2. 공업용수 온도가 지정된 운전 한계를 초과함","1. 고객 수배관의 밸브가 모두 열려 있는지 확인하십시오.
2. 제품의 공업용수 연결부가 열려 있는지 확인하십시오.
3. 스트레이너의 오염 여부를 확인하고 필요 시 교체하십시오.
4. 냉각수 유량 조절기의 설정을 확인하십시오 (목표 유량은 제공된 기술 데이터 참조).
5. 레이저 칠러의 운전 한계 조건을 준수하고 있는지 확인하십시오 (기술 자료 참조).",공업용수/냉각 호스,Customer,,,
13001,외부에서 유효하지 않은 프로그램 번호가 요청되면 이 메시지가 활성화됩니다.,잘못된 프로그램 사전 선택,1. 외부 제어기(로봇)에서 존재하지 않는 프로그램 번호를 요청함.,1. 프로그램 번호를 확인하십시오.,프로그램 파라미터 설정,Robot,,,
13002,시퀀스 실행 중 유효하지 않은 프로그램 파라미터가 감지되면 이 메시지가 표시됩니다.,잘못된 프로그램 파라미터,1. 선택된 용접 프로그램의 파라미터가 허용 범위를 벗어남,1. 해당 프로그램의 파라미터를 확인하십시오.,프로그램 파라미터,LSS Controller,,,
13004,압력 센서가 보정 밸브의 압력이 너무 낮다고 감지하면 이 메시지가 활성화됩니다.,보정 밸브 공기 공급,"1. 압축 공기 연결부 누설
2. 압축 공기 호스 꺾임
3. LSS 컨트롤러 공기 유지 장치의 차단 밸브가 완전히 열려 있지 않음
4. 작업자가 공기 압력을 설정하지 않음","1. 레이저 용접 툴 및 LSS 컨트롤러의 압축 공기 연결부를 점검하고 누설이 있을 경우 조치하십시오.
2. 작업자측 압축 공기 라인 및 LSS 컨트롤러와 레이저 용접 툴 간 라인이 꺾여 있는지 확인하고 필요 시 교정하십시오. 또한 로봇 동작에 의해 공기 라인이 꺾이지 않도록 하십시오.
3. 공기 유지 장치의 차단 밸브에 있는 빨간 레버가 완전히 개방 위치에 있는지 확인하십시오.
4. 공기 공급 라인( LSS 컨트롤러의 공기 유지 장치 입력부)에 압축 공기가 정상적으로 연결되어 있는지 확인하십시오.",에어 시스템,Customer,,,
